file,classification,action,reason,unique,runtime,status
node_modules/call-bound/CHANGELOG 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/call-bound/tsconfig 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/callsites/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/callsites/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/callsites/license 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/callsites/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/callsites/readme 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/camelcase-css/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/camelcase-css/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/camelcase-css/index-es5 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/camelcase-css/license 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/camelcase-css/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/chai 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/register-assert 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/register-expect 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chai/register-should 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chalk/index.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chalk/license 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chalk/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chalk/readme 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chokidar/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chokidar/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chokidar/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/chokidar/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/client-only/error 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/client-only/index 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/client-only/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/clsx/clsx.d 2.mts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/clsx/clsx.d 2.ts,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/clsx/license 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/clsx/package 2.json,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/clsx/readme 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/color-convert/CHANGELOG 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/color-convert/LICENSE 2,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/color-convert/README 2.md,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
node_modules/color-convert/conversions 2.js,B — GENERATED / REBUILDABLE,Removed by npm ci,Dependency directory rebuilt from unchanged lockfile; numbered vendor copies absent afterward,Not project source; lockfile authoritative,Not canonical package entry,ignored
